Genre,Chords
Metal,"['Ab7', 'Eb', 'Bmaj7', 'Ab', 'B6', 'Bb', 'Abmaj7', 'F#', 'C#', 'Ab', 'F#', 'C#/B', 'Abaug', 'F#6', 'C#dim', 'Ab', 'Gm7b5', 'Abaug', 'F#6', 'Abaug']"
Metal,"['B', 'Dmaj7', 'G6', 'B', 'G6', 'B', 'G6', 'B', 'Aaug', 'G/D', 'B']"
Metal,"['Bm6', 'Em', 'A/C#', 'B', 'A7/C#', 'Emaj7', 'A7', 'E', 'B7', 'A', 'C#', 'A7', 'B']"
Metal,"['B7', 'A', 'E', 'B7', 'Bm', 'A6', 'E7', 'B', 'A/B', 'Bm7']"
Metal,"['C6', 'E', 'C/G', 'A7', 'G/D', 'Dm', 'A', 'D', 'Gmaj7', 'Cmaj7']"
Metal,"['A7', 'D', 'A7', 'D', 'A', 'D', 'A', 'D', 'A', 'D7', 'A', 'D']"
Metal,"['E7', 'D', 'A', 'E7']"
Metal,"['Am6', 'D', 'Am', 'F', 'Am7', 'G7', 'C#maj7', 'Am7', 'Dm6']"
Metal,"['Am7', 'D', 'Am7', 'B', 'Am7', 'Gmaj7', 'A']"
Metal,"['A', 'C#7', 'A', 'Emaj7', 'A', 'B6', 'C#']"
Metal,"['F#7', 'Ab6', 'F#7', 'E', 'F#7', 'Bm7b5/A', 'F#7', 'C#7', 'F#m']"
Metal,"['Cmaj7', 'A7', 'Fmaj7', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'Am', 'Cmaj7', 'A', 'Fmaj7', 'G', 'E', 'F', 'E', 'Fmaj7', 'G']"
Metal,"['D', 'C', 'G', 'A', 'G', 'D', 'Cmaj7', 'A', 'G7', 'A', 'G6', 'A7', 'G7', 'A', 'Cmaj7', 'F', 'C']"
Metal,"['E7', 'Em', 'Am7', 'E7', 'Em6']"
Metal,"['C', 'F', 'E', 'A', 'C', 'A', 'C6', 'D', 'E']"
Metal,"['E', 'C', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'E', 'D']"
Metal,"['F#maj7', 'Ab/Gb', 'F#maj7', 'Ab7/C', 'F#maj7', 'Eb', 'Ab', 'F#', 'Ab6']"
Metal,"['C#/D#', 'F#6', 'B6', 'A6']"
Metal,"['G7', 'Gm7']"
Metal,"['F#6', 'Eb', 'Ebm7', 'F#', 'Eb']"
Metal,"['C#', 'F#', 'E', 'C#6']"
Metal,"['Abm7', 'F#7', 'Abm', 'Ebm']"
Metal,"['Am7', 'E']"
Metal,"['D', 'A7', 'Gm', 'A7', 'F#m', 'Bm7', 'D', 'A', 'B7']"
Metal,"['Baug', 'Abmaj7', 'Eb', 'Gmaj7', 'Eb7', 'G7']"
Metal,"['A', 'E', 'B7', 'A', 'Cm6', 'G/B', 'A', 'Cm6', 'G/B']"
Metal,"['F#7', 'A']"
Metal,"['F#', 'B', 'F#', 'F#m7', 'F#']"
Metal,"['Bb7', 'Ab7', 'Eb7', 'Bmaj7', 'C#']"
Metal,"['E7', 'E', 'N']"
Metal,"['Eb6', 'D', 'Cm7']"
Metal,"['E6', 'F#m7', 'B', 'F#m7']"
Metal,"['Cm7', 'F', 'Cm7', 'Bb']"
Metal,"['Am7', 'F', 'Bb', 'A7', 'F', 'Bbm', 'A', 'Dmaj7', 'A7', 'Dmaj7']"
Metal,"['A', 'Eb', 'C6', 'Eb', 'Am']"
Metal,"['Ab7', 'Eb', 'Ab/Eb', 'Abm7', 'Eb', 'Ab7', 'Eb', 'Abmaj7', 'Ebm', 'Abmaj7', 'Eb']"
Metal,"['Amaj7', 'Emaj7', 'Bb7', 'Emaj7', 'Bb', 'Emaj7', 'Bb', 'Emaj7', 'Bb', 'A/E', 'Bb', 'A/E', 'Bb', 'Emaj7', 'Bbmaj7', 'E7', 'Bbmaj7', 'Am', 'Bb']"
Metal,"['C#', 'A', 'B', 'E6', 'C#', 'A', 'B', 'C#7', 'F#m7', 'E', 'F#m7', 'E', 'F#m7']"
Metal,"['C/G', 'Am', 'D', 'Am', 'Dmaj7', 'G6', 'A', 'D', 'Am', 'D7', 'G', 'D', 'C', 'Em7b5/D']"
Metal,"['Em7', 'F#m', 'Gmaj7', 'D7', 'E', 'D6']"
Metal,"['Cmaj7', 'Em7', 'C7', 'D', 'Cm7b5', 'Em7b5/D', 'Cmaj7', 'Em7', 'C', 'D', 'E']"
Metal,"['F#7', 'C#', 'F#7', 'A7']"
Metal,"['B7/D#', 'Eb', 'D7', 'Eb', 'D7', 'Eb', 'D/A', 'Ebm6', 'D7', 'Dm6', 'E']"
Metal,"['D7', 'G6', 'D7', 'F6']"
Metal,"['Em', 'F#7', 'G', 'F#m7', 'G', 'F#m7', 'Gmaj7', 'Cmaj7', 'F#dim', 'N']"
Metal,"['D7', 'C', 'Dm7', 'C', 'Dm7', 'C', 'Dm7', 'C', 'D7']"
Pop,"['C', 'G', 'Dm', 'Cmaj7', 'G', 'Dm', 'C', 'G', 'Bbmaj7', 'Am7', 'F', 'C']"
Pop,"['Fm7', 'Fm6', 'F7', 'Cm7', 'Gm7b5/F']"
Pop,"['Gm7', 'Eb', 'D7', 'Gm', 'Cm7', 'Dm', 'Gm', 'Cm7', 'F', 'Bb', 'Ebmaj7', 'Cm', 'D7', 'Gm']"
Pop,"['Bb6', 'C', 'G', 'F6', 'Bb6', 'C6', 'D', 'G']"
Pop,"['C', 'G', 'Am', 'F', 'D', 'Bm7', 'G', 'A', 'D', 'Bm', 'Bb6', 'D/A', 'Bm', 'G', 'A', 'F', 'C', 'G']"
Pop,"['F#', 'Abm7', 'F#', 'Abm7b5', 'F#', 'B', 'F#', 'Abm', 'F#', 'B', 'F#', 'Abm', 'F#', 'B', 'F#', 'Abm', 'Amaj7', 'E']"
Pop,"['G7/B', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G']"
Pop,"['Gm', 'Bm7', 'Gm', 'D7', 'G', 'Dmaj7', 'D']"
Pop,"['Ab', 'F#6', 'C#', 'Eb', 'C#maj7', 'Eb', 'C#', 'Eb', 'Ab', 'Fm7', 'Eb']"
Pop,"['F#7', 'A6', 'B', 'A6', 'B6', 'F#', 'E7']"
Pop,"['A/B', 'F#m7', 'A', 'F#m7', 'D', 'E', 'A', 'D', 'C', 'A']"
Pop,"['F', 'G', 'Bbmaj7', 'Gm', 'Bb/C', 'Eb', 'F', 'Gm', 'C7', 'D/A']"
Pop,"['Eb6', 'Bb', 'F/A', 'Ab', 'Eb', 'Cm7', 'Dm7', 'Gm7']"
Pop,"['F', 'Bbm', 'F', 'Bb6', 'Am', 'Gm7', 'Bb/C', 'C', 'Gm7', 'Dm7b5/C', 'C', 'Am7']"
Pop,"['F7', 'Ab', 'Cm7', 'C#m', 'Ebm', 'Ab', 'C#', 'B6', 'Ab']"
Pop,['Abmaj7']
Pop,"['F#', 'C#7', 'Ebm7', 'B', 'Ebm', 'B', 'C#/G#', 'Ebm', 'B', 'C#/G#', 'Ebm', 'B', 'C#', 'Ebm7']"
Pop,"['F#', 'B', 'F#6', 'Bmaj7', 'F#', 'C#', 'Ebm7b5', 'B', 'Ebm7']"
Pop,"['Fm7', 'Ab/Eb', 'C7', 'Fm', 'Abmaj7', 'C#', 'Ab', 'Eb/G', 'Ab', 'Fm', 'Cm7', 'Ab6']"
Pop,"['Cm', 'G7', 'Eb', 'Cm', 'G', 'Eb', 'Fm', 'Cm', 'G7/B', 'Ab6', 'Eb']"
Pop,"['Cm7', 'Abmaj7', 'Cm7', 'Ab6', 'Cm7b5', 'Fm', 'Ebmaj7', 'Ab', 'Cm', 'G7', 'Cm', 'Bb', 'Eb', 'Ab']"
Pop,"['Fm', 'G7', 'Cm', 'Bb', 'Ab', 'G', 'C7', 'G', 'Ab', 'Em7', 'Cm', 'Ab', 'Bb', 'Eb', 'Bb/D', 'C', 'Ab']"
Pop,['Abmaj7']
Pop,"['G7/B', 'Am', 'G6', 'C', 'Em7', 'Am', 'G6', 'Fmaj7', 'G6', 'Fmaj7', 'G', 'C']"
Pop,"['F#7', 'D6', 'F#m7', 'E6', 'Bm', 'C#m7', 'F#m7', 'B', 'C#m7', 'Dmaj7', 'F#m7', 'E6', 'A', 'E6', 'A', 'Ab7/C']"
Pop,"['C/D', 'Em7', 'D/F#', 'G6', 'Am', 'Cmaj7', 'D7', 'G', 'Em7', 'F#aug', 'G6', 'Am7', 'Cmaj7', 'D', 'G', 'Em']"
Pop,"['Am7', 'G', 'C6', 'F', 'G', 'C', 'Am7', 'F', 'G6', 'Am', 'Em7', 'E', 'Am7']"
Pop,"['B7', 'Em', 'Gm', 'F#', 'Bm7', 'Em', 'G', 'F#m', 'G', 'Em7', 'A', 'Bm', 'Em7', 'G', 'F#m7', 'Bm', 'Gmaj7', 'Dmaj7', 'A', 'Bm']"
Pop,"['Eb', 'Fm7', 'Bb', 'Eb', 'Bb/D', 'Cm7', 'Ab', 'Bb', 'Eb', 'Bb/D', 'Cm', 'Ab', 'G', 'Ab6', 'Eb']"
Pop,"['C#', 'Ab/C', 'Bbm7', 'F#6', 'Ab6', 'C#', 'Ab/C', 'Bbm7', 'F#', 'E/B', 'Amaj7', 'C#/D#']"
Pop,"['C#', 'Bbm7', 'F#maj7', 'Abm6', 'C#', 'Bbm', 'F#6', 'Ab', 'C#', 'Bbm', 'F#', 'Ab6']"
Pop,"['C#', 'Bbm7', 'F#maj7', 'Abm6', 'C#', 'Bbm', 'F#6', 'Ab', 'C#', 'Bbm', 'F#', 'Ab6']"
Pop,"['C#7', 'C', 'C#m6', 'A6', 'C#/G#', 'F#m7', 'Ab7', 'A6', 'B6', 'C#m', 'B', 'E']"
Pop,"['C', 'G', 'F', 'Am', 'E', 'C', 'F', 'G', 'F#', 'F', 'Emaj7', 'C', 'G', 'F']"
Pop,"['Cm7', 'Gm7b5', 'F/A', 'Bb', 'F/A', 'Gm', 'Cm7', 'Bb', 'Cm7', 'Bb', 'F', 'Eb/G', 'Bb']"
Pop,"['C#m', 'F#6', 'Abm', 'F#6', 'E', 'F#', 'Abm', 'E', 'F#', 'B', 'C#m7', 'Bmaj7', 'F#', 'Ab']"
Pop,"['C', 'Fmaj7', 'G', 'F', 'Am', 'G6', 'F', 'Am', 'Bb', 'G']"
Pop,['Abmaj7']
Pop,"['C#m', 'Ebm', 'A', 'F#7', 'Ab', 'C#m', 'A', 'B', 'E', 'Abm7', 'C#m', 'Amaj7', 'F#m']"
Pop,"['Emaj7', 'Amaj7', 'Emaj7', 'Amaj7', 'Abm7', 'F#m', 'Amaj7', 'B', 'E']"
Pop,"['Bb', 'Eb', 'Ab', 'Cm', 'F', 'Dm7', 'Eb', 'Bb', 'Cm7', 'Bb', 'Eb']"
Pop,"['Bb', 'Gm', 'F/A', 'Cm', 'D7', 'Gm7', 'Eb', 'Bb6', 'F', 'Bb', 'F7/A', 'Bb', 'Am7b5', 'Bb/D', 'Ebdim', 'Bb']"
Pop,"['Amaj7', 'B', 'C#m', 'A', 'C#m', 'Ebm7b5', 'E', 'F#m', 'A6', 'B7', 'F#m']"
Pop,"['F#', 'B', 'C#', 'F#6', 'Bbm', 'B6', 'C#', 'F#']"
Pop,['Abmaj7']
Pop,"['Ab6', 'C#m', 'Fm', 'Eb', 'C#', 'Eb', 'Fm', 'Eb', 'C#', 'Cm7', 'Fm', 'Eb6', 'C#', 'Eb', 'Fm', 'Abmaj7', 'C#', 'C7/E', 'Fm7']"
Pop,"['Ab6', 'C#', 'F#m7b5/E', 'Fm', 'Eb', 'C#', 'Eb', 'Fm', 'Eb', 'C#6', 'Cm7', 'Fm', 'Eb6', 'C#', 'Eb', 'Fm', 'Abmaj7', 'C#', 'C7/E', 'Fm7']"
Pop,"['Gm7', 'C7', 'Gm7', 'C7', 'G', 'Gm7', 'C6']"
Pop,"['G', 'Eb6', 'Gmaj7', 'F7/A', 'D7/F#', 'N']"
Pop,"['Bmaj7', 'C#', 'Ebm7', 'B6', 'C#', 'F#', 'C#', 'F#/C#', 'Abm7', 'Ebm7']"
Pop,"['F#m7', 'B7', 'C#aug', 'F#m7', 'B', 'C#aug', 'Bm7', 'A', 'E6', 'A6', 'Dmaj7', 'Dm']"
Pop,"['Gm7', 'C7', 'G', 'Gm7', 'C', 'Bbmaj7', 'C7', 'Gm7', 'C/G', 'Dm7b5/C']"
Pop,['Ebm7']
Pop,"['C7', 'Abm', 'Eb6', 'Ab6', 'C', 'Dm', 'Cmaj7']"
Pop,['Cm']
Pop,"['Abm', 'Eb', 'Bbm7b5/Ab', 'Abm7']"
Pop,"['Ab6', 'C#maj7', 'C#m7', 'Abmaj7']"
Pop,['Ebm7']
Pop,"['F#m', 'Bm7', 'F#m', 'Bm7', 'F#m', 'Bm7', 'F#m']"
Pop,"['Ab6', 'C#maj7', 'Abmaj7', 'N']"
Pop,['Cm']
Pop,"['Bbm7', 'Ab/Bb', 'Bbm7', 'Abmaj7', 'Fm']"
Pop,"['Emaj7', 'C', 'Emaj7', 'Cm', 'Emaj7', 'Eb7', 'Abm', 'C#m7', 'Eb', 'Abm', 'C#m', 'Ebaug', 'Bbm7b5/Ab']"
Pop,"['Abm7b5', 'Gm7', 'Cdim', 'C', 'Ab7', 'Bbm7b5/Ab', 'Gm7', 'C', 'Abmaj7', 'Bb7/D', 'Gm7', 'C', 'Abmaj7', 'Fm6', 'Gm7', 'C', 'Abmaj7']"
Pop,"['Gm', 'Fm', 'Bb7', 'Eb6']"
Pop,"['C/G', 'Bb6', 'F', 'Am7b5/G', 'Bb6', 'F', 'Am7b5/G', 'Bb6', 'Eb', 'Ab6', 'Bbm7']"
Pop,"['Am', 'Dm', 'G', 'Fmaj7', 'Dm', 'C/E', 'Dm', 'Bbm', 'Ebm7', 'C#maj7']"
Pop,"['Em7', 'Bb7/D', 'Em7', 'A7']"
Pop,"['D6', 'F#7']"
Pop,"['E', 'Cmaj7', 'D6', 'E', 'Cmaj7', 'D6', 'E', 'C6', 'E']"
Pop,"['Bbmaj7', 'Am7b5/G', 'F6', 'F#m', 'Gm7', 'Dm7']"
Pop,"['Em7', 'Bb7/D', 'Em7', 'A7']"
Pop,"['Gmaj7', 'Dmaj7', 'Gmaj7', 'Dmaj7', 'G6', 'Dmaj7', 'Gmaj7', 'Dmaj7', 'G6']"
Pop,"['D/C', 'B7', 'E', 'Gmaj7', 'Cmaj7', 'Bm', 'E', 'Gmaj7', 'F#dim', 'Bm7', 'Em7', 'Cmaj7', 'Bm', 'G6']"
Pop,"['A6', 'Bm7', 'Em7', 'A6', 'Bm', 'G6', 'A6', 'Bm', 'G6']"
Pop,"['B', 'F#m6', 'Fm7b5', 'B7']"
Pop,"['Dm', 'F/G', 'Dm7', 'Gm7']"
Pop,['Abm7']
Pop,"['C#m7', 'A6', 'B', 'C#m7', 'B', 'C#m7', 'B', 'F#m', 'B', 'C#m7', 'B', 'A6', 'B', 'C#m7b5']"
Pop,"['Gm7', 'C7', 'Gm7', 'C7', 'G', 'Gm7', 'C6']"
Pop,"['F6', 'Bb6', 'G7/B', 'F/C', 'Dm', 'C', 'Fmaj7', 'Am7', 'Bb6', 'Bdim', 'F/C', 'Dm', 'C6', 'F']"
Pop,"['Bm7', 'Abm7b5', 'Em', 'F#m7', 'Bm', 'Bbaug', 'D', 'Abm7b5', 'Em', 'F#m7', 'Bm']"
Pop,"['Eb', 'Ab', 'Bbm', 'C#maj7', 'Bbm7', 'Fm7', 'Eb', 'Ab', 'Cm', 'Fm7', 'Bbm']"
Pop,"['C', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'Am7', 'G', 'D', 'Am', 'G', 'D']"
Pop,"['Gm7', 'Gm7b5', 'G6', 'Gm']"
Pop,"['D', 'G', 'D', 'A7/C#', 'Gmaj7', 'G6', 'A6', 'Gmaj7', 'A', 'G/D', 'D', 'G6', 'A6', 'Bm7']"
Pop,"['D7', 'G', 'Em7', 'G/D', 'C', 'G', 'Em7']"
Pop,"['D', 'Am7', 'D6', 'Em7', 'G7', 'D6']"
Pop,"['D', 'Dm', 'Am7', 'D', 'Dm', 'Am7', 'D', 'F6', 'D', 'Bbmaj7', 'C', 'D', 'Em7b5', 'D']"
Pop,"['D7', 'G', 'Em7', 'G/D', 'C', 'G', 'Em7']"
Pop,"['Abm7', 'F#', 'C#m', 'B6', 'F#6', 'C#m', 'B', 'F#6', 'E', 'F#', 'E', 'F#']"
Pop,"['Cm7', 'Bb', 'Cm7', 'Bb', 'Abmaj7', 'F/C', 'Bb', 'Ab6', 'Cm']"
Pop,"['Cm', 'Bb6', 'C#maj7', 'Bbm', 'Cm', 'C#maj7', 'Bbm6', 'Fm']"
Pop,"['Ebmaj7', 'Ab', 'Eb', 'C#', 'Ab/C', 'Bbm', 'C#', 'Bbm', 'Bb6', 'Eb', 'Ab', 'Abmaj7', 'Fm7']"
Pop,"['Dm7', 'G', 'F', 'Am7', 'G', 'Dm7', 'Am7', 'Bbmaj7', 'Dm7', 'Gmaj7', 'Abmaj7', 'Dm7b5/C', 'C', 'F', 'G/A', 'Abmaj7']"
Pop,"['Fm7', 'Bb', 'Gm7', 'Ab6', 'Eb', 'D7', 'Gm', 'Ebm7', 'Cm7', 'Bb/D', 'Eb7', 'Bb/F']"
Pop,"['Bb6', 'Am7', 'G7', 'Am7', 'D7', 'Dm', 'N']"
Pop,"['C6', 'Am', 'E7/G#', 'Am7']"
Pop,"['Cdim', 'C#m7', 'B7', 'E', 'Amaj7', 'B7', 'Cmaj7', 'C#m7', 'Amaj7', 'C#m7b5/B', 'E', 'B/D#', 'C#m7', 'Abm7', 'Amaj7', 'F#m6']"
Reggae,"['C#m', 'F#m', 'D', 'A', 'C#m', 'F#m', 'D6', 'A', 'F#m', 'D/A', 'C#m', 'Bm7']"
Reggae,"['F#maj7', 'C#', 'Ab', 'Bbm7', 'F#', 'C#', 'Fm', 'F#maj7']"
Reggae,"['D', 'Bm', 'Em', 'Bm', 'Em', 'Bm', 'Gmaj7', 'F#m', 'Em']"
Reggae,"['A', 'D', 'A', 'E', 'A6', 'D', 'A', 'E']"
Reggae,"['A', 'A6', 'Dmaj7', 'C#m', 'E/B', 'F#m', 'Dmaj7', 'C#m', 'Bm7', 'F#m', 'A', 'F#']"
Reggae,"['Cm', 'Cm7']"
Reggae,"['E', 'A/C#', 'D', 'E7/G#', 'A/C#', 'D', 'E7/G#', 'A/C#', 'D', 'E', 'A', 'D', 'Amaj7']"
Reggae,"['F6', 'Eb/Db', 'Bb', 'Eb', 'Bb', 'Cm', 'Bb', 'Gm', 'Eb', 'Gm7']"
Reggae,"['Ebmaj7', 'Dm7', 'Gm', 'Eb', 'Dm7', 'Gm', 'Eb', 'Dm7', 'Gm', 'Dm7', 'Gm', 'Cm7', 'Gm7']"
Reggae,"['C#maj7', 'Abmaj7', 'C#maj7', 'Abmaj7', 'C#', 'Abmaj7', 'C#maj7', 'Abmaj7', 'C#maj7', 'Abmaj7', 'C#maj7']"
Reggae,"['Em', 'C', 'G', 'Am', 'C/G', 'Em7', 'C', 'Bm', 'Am', 'G', 'Em', 'C', 'D', 'D6', 'G', 'C', 'G']"
Reggae,"['D', 'Em7', 'Bm', 'Am', 'D7', 'G6', 'Bm', 'Am7', 'D7', 'C', 'D']"
Reggae,['Am7']
Reggae,"['F#m', 'Bm', 'G6', 'F#m7', 'E7', 'G6', 'F#m7', 'E7', 'G', 'F#m7', 'Bm7', 'E7']"
Reggae,"['G', 'Am', 'Dm', 'G', 'Am', 'Dm7', 'Am', 'Dm7', 'Am', 'Dm7', 'Am', 'G/D', 'Am']"
Reggae,"['Bb', 'Eb', 'Bb', 'Eb', 'Bb', 'Gm', 'Bb', 'Gm']"
Reggae,"['D6', 'A', 'Bm', 'D', 'A6', 'Bm', 'E', 'Bm7', 'E6', 'Bm']"
Reggae,"['F#m', 'Bm', 'F#m7', 'Bm7', 'F#m7', 'Bm7', 'F#m', 'Bm7', 'F#m', 'Bm7', 'F#m', 'Bm7', 'F#m', 'Bm', 'F#m', 'Bm7']"
Reggae,"['Dm', 'G/D', 'Am', 'Dm7', 'G/D', 'Am', 'Dm', 'G/D', 'Am', 'Dm7', 'G', 'Am', 'F', 'Am', 'D/A']"
Reggae,"['Ab', 'Bbm', 'Abmaj7', 'Bbm', 'Ab', 'Bbm7', 'Ab7/C', 'Bbm']"
Reggae,"['G6', 'D6', 'G6', 'D', 'Em7', 'C', 'G', 'D', 'G6', 'D', 'Em']"
Reggae,"['G', 'Dmaj7', 'Fmaj7', 'Cmaj7', 'G', 'Dm', 'C', 'G', 'D', 'F6', 'C', 'G', 'D', 'F6', 'C', 'G']"
Reggae,"['A', 'D6', 'A', 'Bm', 'A', 'D', 'Amaj7', 'D6', 'A', 'D/F#', 'Amaj7', 'Dmaj7']"
Reggae,"['Abm', 'Ebm', 'Abm']"
Reggae,"['Bb', 'Cm7', 'Eb', 'F', 'Eb', 'Bb/F', 'F', 'Eb']"
Reggae,"['Dm', 'G6', 'C6', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G', 'C', 'Dm7', 'C/G', 'G/B', 'C']"
Reggae,"['Bm', 'Em', 'Bm', 'F#m7', 'Bm', 'Em', 'Bm', 'F#m7', 'Bm', 'Em', 'Bm', 'Em', 'F#m7', 'Bm', 'Em', 'Bm', 'Em', 'F#m7', 'Bm']"
Reggae,"['Fmaj7', 'Em', 'Fmaj7', 'G6', 'Fmaj7', 'Em', 'Fmaj7', 'G6', 'F']"
Reggae,"['Bbm7b5/Ab', 'F#7', 'Bbm7b5/Ab', 'C#maj7', 'Ebm7', 'C#maj7', 'Ebm', 'C#', 'F#6', 'C#/G#']"
Reggae,"['Bm', 'Em7', 'Bm', 'E6', 'Bm', 'Em7', 'A', 'Bm7', 'E6']"
Reggae,"['C#maj7', 'Ebm7', 'C#maj7', 'Ab7', 'C#maj7', 'Ab7', 'C#', 'Ab7']"
Reggae,"['G', 'Cmaj7', 'G', 'C', 'G', 'C']"
Reggae,"['Em7b5/D', 'Dm', 'Gm', 'Dm', 'Gm', 'Dm7', 'Gm', 'Dm7', 'Gm', 'Dm7', 'Gm', 'Dm', 'Gm7']"
Reggae,"['Abmaj7', 'Eb6', 'Bbm', 'Eb7', 'Fm', 'Ebmaj7', 'C#maj7', 'Bbm']"
Reggae,"['Cm', 'Fm', 'Cm', 'Fm', 'Cm', 'Fm', 'Cm']"
Reggae,"['Dm7', 'Gm7', 'Dm7', 'Gm', 'Dm7']"
Reggae,"['Bm', 'F#m', 'B6', 'F#m', 'B', 'F#m', 'B6', 'F#m', 'Bm', 'F#m', 'Bm']"
Reggae,"['D/E', 'Em7', 'A', 'Cmaj7', 'A6', 'Em7', 'D/A', 'C', 'D/E', 'Cmaj7', 'D/E', 'C', 'D/E', 'C', 'G/A', 'D/A', 'Cmaj7']"
Reggae,"['Emaj7', 'A6', 'Abm7', 'A/E', 'Abm7', 'E6', 'F#m', 'Abm7', 'C7/E', 'B7/D#', 'Em6', 'E/G#', 'F#7', 'Ab']"
Reggae,"['E', 'B7', 'Emaj7', 'F#m6', 'C#m7', 'Ebm7b5/Db', 'C#m', 'F#m']"
Reggae,"['Gmaj7', 'C#m7b5/B', 'F#m', 'Gmaj7', 'Baug', 'D', 'G', 'B7/D#']"
Reggae,"['Bb', 'C#', 'Bb', 'Eb', 'F', 'Bb', 'C#', 'Bb', 'Ebmaj7', 'F', 'Bb', 'C#6']"
Reggae,"['D', 'C6', 'D', 'C6', 'D', 'C', 'D/A', 'C6', 'D/A', 'C6', 'D/A', 'C6', 'D', 'D7']"
Reggae,"['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']"
Reggae,"['Abmaj7', 'Ebmaj7', 'Ab', 'Ebmaj7', 'Abmaj7', 'Ebmaj7', 'Eb6']"
Reggae,"['Bb', 'C', 'F', 'Bb', 'Dm', 'Eb', 'F', 'Bbmaj7', 'Ebmaj7', 'Fmaj7', 'Bb', 'Dm', 'Ebmaj7', 'Bb']"
Reggae,"['B', 'F#7', 'B', 'C#m', 'B', 'C#m', 'B6']"
Reggae,"['C/G', 'Dm7', 'C', 'F6', 'Dm7b5/C', 'Gm', 'F', 'Gm', 'Dm7', 'C', 'Dm', 'C/G', 'G7', 'Gm']"
Reggae,"['Gm', 'Gm7']"
Reggae,"['Ab', 'C#', 'Eb7', 'Ab', 'C#', 'Eb7', 'Abmaj7', 'C#', 'Eb7', 'Abmaj7', 'C#', 'Abmaj7', 'C#', 'Eb7', 'Ab', 'C#']"
Reggae,"['B', 'E', 'B', 'F#7', 'B', 'E', 'B', 'F#', 'B', 'Emaj7', 'B', 'F#7', 'B', 'E', 'B', 'F#', 'B', 'Emaj7', 'B', 'E', 'B']"
Reggae,"['D7', 'N']"
Reggae,"['F#/C#', 'F#m7']"
Reggae,"['Dm', 'C#m7b5/B', 'Dm7', 'G6', 'Dm', 'Em', 'Dm', 'Em', 'Amaj7']"
Reggae,"['A', 'D', 'A', 'E', 'A6', 'D', 'A', 'E']"
Reggae,"['Em7', 'Cmaj7']"
Reggae,"['Cm', 'Cm7']"
Reggae,"['Ebmaj7', 'Dm7', 'Gm', 'Eb', 'Dm7', 'Gm', 'Eb', 'Dm7', 'Gm', 'Dm7', 'Gm', 'Cm7', 'Gm7']"
Reggae,"['F#m7', 'Bm', 'E7', 'G6', 'F#m7', 'E7', 'G', 'F#m7', 'Bm', 'E7', 'G', 'F#m7', 'Bm7', 'E7']"
Reggae,"['F', 'Eb/Db', 'Bb', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb6', 'Bb']"
Reggae,"['Em', 'C', 'G', 'Am', 'C/G', 'Em7', 'C', 'Bm', 'Am', 'G', 'Em', 'C', 'D', 'D6', 'G']"
Reggae,"['C#m7b5', 'F#', 'Ab', 'F#6', 'C#']"
Reggae,"['Bm', 'F#m7', 'Bm', 'F#m', 'Bm7', 'F#m', 'Bm', 'F#m', 'Bm', 'F#m', 'Bm', 'F#m']"
Reggae,"['Dm7', 'Gm', 'Dm7', 'Gm', 'Dm7']"
Reggae,"['E6', 'A', 'Bm', 'E', 'Am', 'A', 'Bm', 'E6', 'A', 'D']"
Reggae,"['Bbm', 'Fm', 'Bbm', 'Fm', 'Bbm', 'Fm', 'Bbm', 'Fm', 'Bbm', 'Fm', 'Bbm']"
Reggae,"['Am7', 'G6', 'A', 'G6', 'Am', 'G6', 'Am', 'G6', 'Am7', 'G6', 'Am7', 'G']"
Reggae,"['F', 'G7', 'A', 'F', 'G7', 'Dm', 'F', 'Gmaj7', 'C7/E', 'Dm7', 'G', 'Bb/C', 'A', 'Dm', 'F', 'G', 'F6']"
Reggae,"['G6', 'C6', 'G', 'Am', 'G', 'D7', 'G', 'Am', 'G', 'Am', 'Em7', 'Am', 'G']"
Reggae,"['Bb', 'C#', 'Bb', 'Eb', 'F', 'Bb', 'C#', 'Bb', 'Ebmaj7', 'F', 'Bb', 'Bbm7']"
Reggae,"['Gm', 'Eb7/G']"
Reggae,"['Gm', 'F', 'Gm', 'F', 'Gm', 'Am', 'Gm', 'F', 'Gm', 'F6']"
Reggae,"['D', 'A6', 'Em7', 'D/A']"
Reggae,"['C#aug', 'Bm7', 'Abm7', 'F#/C#', 'Bm7']"
Reggae,"['C#aug', 'Bm7', 'Abm7', 'F#/C#', 'Bm7']"
Reggae,"['F', 'G7', 'Fmaj7', 'G', 'F6', 'G7/B', 'F', 'G7', 'F', 'G', 'F', 'G', 'A', 'G7/B', 'F']"
Reggae,"['Am', 'Em', 'Am']"
Reggae,"['Am', 'G', 'Am', 'G', 'Am', 'Gmaj7', 'Am', 'Gmaj7', 'Am']"
